,location,total_sqft,bath,price,bhk,encoded_loc
593,Electronic City,1070.0,2,55.0,2,74
594,Old Airport Road,1875.0,2,110.0,3,176
595,Kundalahalli,735.0,2,57.99,2,150
596,Koramangala,1750.0,3,130.0,3,144
597,Marathahalli,1215.0,2,67.0,2,161
598,Vishwapriya Layout,820.0,2,30.0,2,222
599,Banashankari Stage VI,1177.5,2,59.935,2,30
600,Battarahalli,1779.0,3,89.61,3,37
601,others,1105.0,2,58.0,2,230
602,others,1576.0,2,93.0,1,230
603,Whitefield,1650.0,3,60.0,3,224
604,Cox Town,1975.0,3,150.0,3,62
605,Kammasandra,674.0,2,33.0,2,125
606,Kaggadasapura,1185.0,2,41.0,2,118
607,Thanisandra,445.0,1,28.0,1,209
608,HSR Layout,1475.0,3,75.0,3,89
609,Gottigere,1618.0,3,82.5,3,82
610,Koramangala,1120.0,2,65.0,2,144
611,Marathahalli,2181.0,3,152.0,4,161
612,Bannerghatta Road,1556.0,2,59.13,3,34
613,Bannerghatta Road,1179.0,2,66.02,2,34
614,Thanisandra,1296.0,2,83.0,2,209
615,Kaggadasapura,1275.0,2,52.0,2,118
616,Kathriguppe,1400.0,2,77.0,3,132
617,Gottigere,1222.0,2,63.0,2,82
618,Electronic City,940.0,2,41.0,2,74
619,Thanisandra,1185.0,2,42.6,2,209
620,Tumkur Road,1779.0,3,112.0,3,214
621,Begur Road,1615.0,3,59.76,3,39
622,Haralur Road,1056.0,2,61.0,2,90
623,7th Phase JP Nagar,1100.0,2,46.0,2,6
624,Arekere,920.0,2,40.0,2,20
625,others,1602.0,2,75.0,3,230
626,Padmanabhanagar,1176.0,2,62.0,2,178
627,Kasavanhalli,1717.0,3,99.0,3,130
628,Bhoganhalli,2119.0,4,111.0,4,43
629,Vittasandra,1246.0,2,67.3,2,223
630,Anandapura,1141.0,2,42.79,2,15
631,Hennur Road,1157.0,2,84.0,2,96
632,Yelahanka New Town,650.0,1,33.0,1,227
633,Hebbal,1349.0,2,98.0,2,92
634,others,1566.0,3,83.3,3,230
635,Sahakara Nagar,2830.0,3,195.0,4,190
636,others,1780.0,3,84.83,3,230
637,Varthur,1091.0,2,34.9,2,217
638,Rachenahalli,3670.0,4,300.0,4,183
639,7th Phase JP Nagar,918.0,2,50.49,2,6
640,Yeshwanthpur,1950.0,4,130.0,4,229
641,Panathur,1695.0,3,90.0,3,180
642,Yelahanka,1705.0,3,95.0,3,226
643,Kalyan nagar,1375.0,3,75.0,3,122
644,Kanakpura Road,525.0,1,30.0,1,127
645,Whitefield,1447.0,2,83.0,2,224
646,Thanisandra,1114.0,2,39.0,2,209
647,7th Phase JP Nagar,1450.0,2,100.0,3,6
648,others,1022.0,2,40.0,2,230
649,Hebbal,1000.0,2,45.0,2,92
650,Electronic City,1128.0,2,68.75,2,74
651,Kanakpura Road,1180.0,2,57.0,2,127
652,Kanakpura Road,1339.0,2,75.0,2,127
653,Yelachenahalli,1400.0,2,55.0,3,225
654,7th Phase JP Nagar,1040.0,2,39.52,2,6
655,Kadugodi,1198.0,2,58.0,2,117
656,Sarjapur  Road,1691.0,3,113.0,3,194
657,Bisuvanahalli,1075.0,3,36.0,3,46
658,8th Phase JP Nagar,1240.0,3,43.5,3,7
659,Bannerghatta Road,1122.5,2,58.935,2,34
660,Mallasandra,1665.0,3,86.58,3,158
661,Marathahalli,2489.0,3,94.0,3,161
662,Brookefield,1142.0,2,70.0,2,51
663,Kothannur,1853.0,3,82.0,3,145
664,Kasturi Nagar,1567.0,2,92.0,2,131
665,Electronics City Phase 1,1175.0,2,51.47,2,76
666,Subramanyapura,1200.0,2,52.0,2,205
667,Kodichikkanahalli,995.0,2,41.0,2,138
668,Magadi Road,884.0,2,41.1,2,155
669,Yeshwanthpur,1170.0,2,57.0,2,229
670,KR Puram,1225.0,2,46.55,2,115
671,Electronic City,1342.0,2,73.3,2,74
672,Uttarahalli,1345.0,2,67.0,2,216
673,Kodigehaali,1320.0,3,65.0,3,139
674,Raja Rajeshwari Nagar,1140.0,2,49.39,2,184
675,Battarahalli,1300.0,2,50.0,2,37
676,Hosa Road,1652.0,3,85.0,3,101
677,Thigalarapalya,2072.0,4,142.0,3,210
678,Arekere,1740.0,2,95.0,3,20
679,Electronic City,1360.0,2,71.0,3,74
680,Hosur Road,1145.0,2,60.0,3,104
681,Sarjapur  Road,1278.0,2,95.0,2,194
682,Electronic City Phase II,630.0,1,40.0,1,75
683,Kanakpura Road,1100.0,3,58.0,3,127
684,others,1200.0,3,95.0,3,230
685,others,2500.0,6,115.0,7,230
686,Hosur Road,3300.0,5,240.0,5,104
687,Gunjur,1356.0,2,66.0,3,85
688,others,823.0,2,28.0,2,230
689,TC Palaya,1200.0,2,66.0,3,207
690,Ramamurthy Nagar,1050.0,2,37.0,2,188
691,others,1180.0,2,69.0,2,230
692,7th Phase JP Nagar,1070.0,2,42.79,2,6
693,Varthur,1385.0,2,80.0,2,217
694,Varthur,1000.0,1,70.0,1,217
695,Whitefield,1897.0,3,130.0,3,224
696,Magadi Road,1005.0,2,55.78,2,155
697,Green Glen Layout,1575.0,3,125.0,3,83
698,Subramanyapura,975.0,2,65.0,2,205
699,Hennur Road,1904.0,3,120.0,3,96
700,Kengeri Satellite Town,930.0,1,30.0,1,136
701,Electronic City Phase II,2400.0,3,150.0,2,75
702,Sarjapur  Road,2238.0,3,140.0,3,194
703,Harlur,1174.0,2,69.0,2,91
704,Thubarahalli,3800.0,4,239.0,4,211
705,Whitefield,2225.0,2,125.0,3,224
706,Jigani,918.0,2,52.0,2,113
707,Mahadevpura,1250.0,2,52.0,2,156
708,Sarjapur  Road,1800.0,3,110.0,3,194
709,Marathahalli,1170.0,2,53.0,2,161
710,Bannerghatta Road,793.0,2,45.0,2,34
711,Jakkur,1710.0,3,107.0,3,110
712,Kambipura,1082.0,2,57.5,3,123
713,others,1001.0,2,33.03,2,230
714,Yelahanka,1590.0,2,54.0,3,226
715,others,2400.0,2,80.0,3,230
716,Horamavu Banaswadi,1554.0,3,55.0,3,99
717,Thanisandra,1142.5,2,43.415,2,209
718,Konanakunte,884.0,1,58.0,2,143
719,Marathahalli,1019.0,2,49.86,2,161
720,Ambedkar Nagar,1935.0,4,130.0,3,13
721,Uttarahalli,1135.0,2,39.73,3,216
722,Kasavanhalli,1799.0,3,90.0,3,130
723,Whitefield,4348.5,0,304.0,4,224
724,Kundalahalli,1047.0,2,82.0,2,150
725,others,1282.0,2,87.0,2,230
726,NGR Layout,1020.0,2,45.9,2,167
727,Whitefield,1495.0,2,79.5,2,224
728,Kasavanhalli,3260.0,4,240.0,4,130
729,others,1611.0,2,64.44,3,230
730,others,1500.0,2,95.0,3,230
731,Sahakara Nagar,1500.0,2,95.0,3,190
732,Uttarahalli,1540.0,3,50.0,3,216
733,Hosa Road,1639.0,3,80.0,3,101
734,Raja Rajeshwari Nagar,1303.0,2,55.79,2,184
735,Brookefield,1440.0,2,68.0,3,51
736,Seegehalli,901.0,2,35.14,2,198
737,others,1060.0,2,55.0,2,230
738,NGR Layout,1020.0,2,48.45,2,167
739,Varthur,1535.0,3,65.99,3,217
740,others,530.0,1,20.0,1,230
741,others,1350.0,2,80.0,2,230
742,Sarjapur  Road,1115.0,2,50.0,2,194
743,Uttarahalli,1175.0,2,47.0,2,216
744,Whitefield,1113.0,2,62.0,2,224
745,Giri Nagar,650.0,2,42.0,2,80
746,Marathahalli,1325.0,2,71.55,2,161
747,Electronics City Phase 1,950.0,2,31.0,2,76
748,Jakkur,1396.0,2,86.51,3,110
749,Rachenahalli,1050.0,2,52.07,2,183
750,Thanisandra,1825.0,3,100.0,3,209
751,7th Phase JP Nagar,1190.0,2,49.98,2,6
752,Marathahalli,1220.0,2,56.5,2,161
753,NRI Layout,1565.0,2,75.0,3,168
754,Hennur Road,1891.0,3,109.0,3,96
755,others,900.0,2,27.0,2,230
756,Hosa Road,1161.0,2,55.15,2,101
757,Yeshwanthpur,665.0,1,36.85,1,229
758,Hoodi,1425.0,2,80.0,2,97
759,others,1200.0,3,56.12,3,230
760,Somasundara Palya,1255.0,2,67.0,2,202
761,Hegde Nagar,2112.95,4,145.0,3,94
762,Raja Rajeshwari Nagar,600.0,1,22.0,1,184
763,Haralur Road,1810.0,3,100.0,3,90
764,Indira Nagar,1200.0,2,93.0,2,108
765,Harlur,1033.0,2,49.0,2,91
766,others,1548.0,3,89.5,3,230
767,Horamavu Banaswadi,1611.0,3,66.0,3,99
768,Vidyaranyapura,1485.0,2,67.0,3,219
769,Margondanahalli,2400.0,2,82.0,2,162
770,others,1025.0,2,44.5,2,230
771,others,1225.0,2,53.0,2,230
772,5th Phase JP Nagar,1256.0,2,62.8,2,4
773,Whitefield,2268.0,3,163.0,4,224
774,Kanakpura Road,1100.0,3,53.0,3,127
775,others,1141.0,2,62.0,2,230
776,Attibele,400.0,1,12.0,1,21
777,Chandapura,1400.0,2,60.0,2,55
778,others,4100.0,7,140.0,7,230
779,others,1576.0,1,110.0,1,230
780,others,1175.0,2,48.27,2,230
781,Sahakara Nagar,1100.0,2,56.0,2,190
782,Kanakpura Road,1843.0,3,95.84,3,127
783,Horamavu Banaswadi,1460.0,2,80.5,2,99
784,Rachenahalli,1530.0,2,74.5,3,183
785,HSR Layout,1467.0,2,55.0,2,89
786,others,950.0,1,40.0,1,230
787,Vittasandra,1246.0,2,64.5,2,223
788,Kanakapura,711.0,1,38.0,1,126
789,Haralur Road,1194.0,2,46.0,2,90
790,Babusapalaya,1358.0,2,43.4,3,24
791,Hoodi,1420.0,2,75.0,2,97
792,Kathriguppe,1250.0,2,68.75,3,132
793,Akshaya Nagar,1280.0,2,58.0,2,11
794,others,1209.0,2,50.0,2,230
795,others,4200.0,5,225.0,5,230
796,Panathur,1315.0,2,54.8,3,180
797,others,1800.0,3,90.0,3,230
798,others,1600.0,4,125.0,5,230
799,TC Palaya,1600.0,2,65.0,3,207
800,others,1563.0,3,52.0,3,230
801,Whitefield,1560.0,2,72.0,3,224
802,Brookefield,2169.0,4,115.0,3,51
803,Rachenahalli,1050.0,2,55.5,2,183
804,Iblur Village,3235.0,3,235.0,3,107
805,TC Palaya,1200.0,3,66.0,3,207
806,HSR Layout,1140.0,2,46.0,2,89
807,Horamavu Agara,1560.0,3,75.0,3,98
808,JP Nagar,1100.0,2,70.0,2,109
809,Kasavanhalli,1260.0,2,40.32,3,130
810,Hebbal,1036.0,2,50.0,2,92
811,Akshaya Nagar,1662.0,3,85.1,3,11
812,Yelachenahalli,1464.0,2,105.0,3,225
813,Yelahanka,1234.0,2,80.0,2,226
814,Sarjapur  Road,1403.0,3,55.0,3,194
815,Seegehalli,1150.0,2,42.9,3,198
816,Kanakapura,929.0,2,46.0,2,126
817,TC Palaya,1350.0,2,75.0,3,207
818,others,1135.0,2,39.73,2,230
819,others,1405.0,2,70.0,2,230
820,Whitefield,1200.0,2,45.84,2,224
821,Haralur Road,2805.0,4,154.0,4,90
822,Yeshwanthpur,1161.0,2,64.08,2,229
823,Kanakpura Road,1290.0,2,74.0,2,127
824,Yeshwanthpur,2557.0,3,141.0,3,229
825,others,1480.0,3,90.0,3,230
826,Old Madras Road,1350.0,3,54.54,3,177
827,Kadugodi,1580.0,2,65.0,3,117
828,Banashankari,1470.0,2,88.64,3,26
829,Sarjapur  Road,1346.0,2,61.92,2,194
830,others,1600.0,3,90.0,3,230
831,others,1200.0,2,35.0,2,230
832,Channasandra,1340.0,2,48.33,3,56
833,Jigani,918.0,2,48.0,2,113
834,others,1500.0,3,115.0,3,230
835,Yelahanka,1315.0,2,85.0,2,226
836,Uttarahalli,1390.0,2,62.55,3,216
837,Uttarahalli,1330.0,2,56.0,3,216
838,others,1824.0,3,125.0,3,230
839,7th Phase JP Nagar,1420.0,2,96.0,3,6
840,others,750.0,1,56.25,1,230
841,Jalahalli East,1260.0,2,60.0,3,112
842,Hennur Road,1561.0,3,95.0,3,96
843,others,1060.0,2,42.0,2,230
844,Haralur Road,1225.0,2,67.38,2,90
845,Thanisandra,2144.0,3,135.0,3,209
846,Electronic City,880.0,2,29.0,2,74
847,Hoodi,1639.0,3,110.0,3,97
848,Thanisandra,1240.0,2,62.0,3,209
849,Kanakpura Road,1500.0,2,69.0,2,127
850,Haralur Road,1243.0,2,46.0,2,90
851,Marathahalli,1575.0,3,78.0,3,161
852,Kambipura,1082.0,2,56.0,3,123
853,Konanakunte,1637.0,3,73.0,3,143
854,Kanakpura Road,1665.0,3,86.58,3,127
855,Electronic City,1265.0,2,56.93,2,74
856,Electronic City,1691.0,2,102.0,3,74
857,Thanisandra,1100.0,2,38.0,2,209
858,others,1500.0,3,62.0,3,230
859,Choodasandra,1115.0,2,50.0,2,60
860,Mysore Road,1070.0,2,45.0,2,166
861,Budigere,1162.0,2,57.0,2,52
862,others,1339.0,2,55.0,2,230
863,Mahadevpura,1192.0,2,75.0,2,156
864,Haralur Road,1920.0,3,115.0,3,90
865,Hennur,1255.0,2,52.32,2,95
866,others,1600.0,3,75.0,3,230
867,others,1225.0,2,55.11,2,230
868,Kasturi Nagar,1570.0,3,80.0,3,131
869,Thanisandra,1093.0,2,70.0,2,209
870,Basaveshwara Nagar,1865.0,3,145.0,3,36
871,Kaikondrahalli,1039.0,2,80.0,2,120
872,Whitefield,1985.0,3,75.0,3,224
873,Hosakerehalli,1590.0,3,49.0,3,102
874,Electronic City Phase II,775.0,2,38.0,2,75
875,others,1000.0,2,50.0,2,230
876,Bommasandra,1035.0,2,41.0,2,48
877,Dasarahalli,1520.0,2,75.0,3,64
878,Whitefield,1360.0,2,95.0,2,224
879,others,6000.0,5,400.0,4,230
880,Kodigehaali,1117.0,2,56.0,2,139
881,EPIP Zone,1330.0,2,92.5,2,73
882,Electronic City,1128.0,2,65.49,2,74
883,Neeladri Nagar,1053.0,2,45.0,2,173
884,Panathur,1198.0,2,77.0,2,180
885,Marathahalli,1152.0,2,56.0,2,161
886,Frazer Town,1625.0,2,75.0,2,77
887,Kundalahalli,1397.0,3,105.0,3,150
888,Kaggalipura,700.0,1,38.0,1,119
889,Yelahanka,1170.0,2,62.5,2,226
890,Kanakpura Road,1200.0,2,42.0,3,127
891,others,2400.0,3,170.0,3,230
892,others,1480.0,2,65.0,2,230
893,Akshaya Nagar,1897.0,3,120.0,3,11
894,Rachenahalli,996.0,2,67.0,2,183
895,Haralur Road,1875.0,3,110.0,3,90
896,others,1500.0,2,98.0,3,230
897,Yelahanka,1450.0,3,65.255,3,226
898,Yelahanka,697.0,1,45.0,1,226
899,Sarjapur  Road,710.0,1,27.0,1,194
900,others,910.0,2,30.5,2,230
901,Sompura,1025.0,2,48.0,3,203
902,Magadi Road,1000.0,2,46.5,2,155
903,Horamavu Agara,1453.0,2,46.48,3,98
904,Thanisandra,971.5,2,36.435,2,209
905,Bellandur,1281.0,2,74.0,2,40
906,Cooke Town,565.0,1,35.0,1,61
907,Varthur,1024.0,2,42.0,2,217
908,Electronic City,1620.0,3,62.0,3,74
909,Whitefield,1254.0,2,40.0,2,224
910,Banashankari,1300.0,2,75.0,3,26
911,Doddakallasandra,1233.0,2,43.0,2,69
912,Hosur Road,1510.0,2,105.0,3,104
913,Kaggalipura,950.0,2,65.0,2,119
914,Battarahalli,1945.0,3,97.42,3,37
915,Uttarahalli,1008.0,2,45.0,2,216
916,Thanisandra,1265.0,2,79.0,3,209
917,Hebbal,1255.0,2,77.68,3,92
918,Kanakpura Road,2689.0,6,220.0,4,127
919,Yelenahalli,1200.0,2,46.17,2,228
920,Sarjapur  Road,1403.0,3,51.63,3,194
921,Kudlu Gate,1535.0,3,85.0,3,148
922,others,1500.0,3,100.0,3,230
923,Chamrajpet,1475.0,2,120.0,3,54
924,Uttarahalli,1390.0,2,60.47,3,216
925,Raja Rajeshwari Nagar,1278.0,2,53.76,3,184
926,others,1133.0,2,55.0,2,230
927,others,2900.0,5,90.0,5,230
928,Kogilu,1170.0,2,51.99,2,142
929,Whitefield,1697.0,3,94.79,3,224
930,Thanisandra,1651.0,3,97.38,3,209
931,Hennur Road,1192.0,2,60.0,3,96
932,OMBR Layout,1078.0,2,65.0,2,175
933,Kasavanhalli,1349.0,2,78.0,2,130
934,7th Phase JP Nagar,1680.0,3,120.0,3,6
935,Rayasandra,1314.0,2,63.0,3,189
936,Garudachar Palya,1060.0,2,48.7,2,79
937,Kalyan nagar,820.0,2,39.0,2,122
938,Whitefield,5000.0,4,400.0,4,224
939,others,2000.0,3,85.0,3,230
940,others,856.0,2,40.0,2,230
941,Rajaji Nagar,1621.0,4,130.0,3,185
942,others,1200.0,3,68.4,3,230
943,Bannerghatta Road,1484.0,3,52.5,3,34
944,others,14000.0,3,800.0,4,230
945,Yelahanka New Town,500.0,1,20.0,1,227
946,others,485.0,1,15.0,1,230
947,7th Phase JP Nagar,1050.0,2,42.0,2,6
948,Uttarahalli,1617.0,3,66.68,3,216
949,others,1384.0,3,62.28,3,230
950,Devanahalli,1408.0,2,85.0,2,65
951,Uttarahalli,1150.0,2,49.0,2,216
952,Akshaya Nagar,1410.0,2,75.0,3,11
953,Kaggadasapura,2150.0,4,100.0,4,118
954,others,1508.0,3,70.25,3,230
955,Ramamurthy Nagar,1040.0,2,50.0,2,188
956,TC Palaya,1240.0,2,60.0,2,207
957,Kudlu Gate,1535.0,3,78.0,3,148
958,Lakshminarayana Pura,1180.0,2,75.0,2,153
959,Abbigere,2200.0,6,68.0,6,10
960,Bannerghatta Road,1400.0,2,78.0,2,34
961,Raja Rajeshwari Nagar,500.0,1,25.0,1,184
962,Sarjapur  Road,1984.0,4,146.0,3,194
963,Garudachar Palya,1960.0,3,160.0,3,79
964,Sarjapur  Road,1035.0,2,45.0,2,194
965,others,2150.0,4,80.0,4,230
966,Whitefield,1700.0,3,115.0,3,224
967,Hosakerehalli,3024.0,5,248.0,4,102
968,Tumkur Road,1586.0,3,100.0,3,214
969,Hennur,2264.0,0,155.0,3,95
970,Chikka Tirupathi,2325.0,4,120.0,4,57
971,Yelahanka,1120.0,2,55.0,2,226
972,Yelahanka,1662.0,0,67.98,3,226
973,Sarjapur  Road,1128.0,2,59.0,2,194
974,Jigani,924.0,2,65.0,2,113
975,others,1600.0,3,52.0,3,230
976,Pai Layout,1006.0,2,35.0,2,179
977,Amruthahalli,1200.0,2,55.0,2,14
978,others,1250.0,2,62.0,2,230
979,Kannamangala,957.0,2,56.0,2,128
980,Whitefield,1140.0,2,41.0,2,224
981,others,1050.0,2,67.0,2,230
982,Kasturi Nagar,1565.0,3,88.5,3,131
983,Whitefield,1190.0,2,57.0,2,224
984,Whitefield,2842.0,3,162.0,3,224
985,Kanakpura Road,1558.67,2,65.0,3,127
986,Electronics City Phase 1,630.0,1,39.0,1,76
987,Whitefield,1403.0,2,60.81,3,224
988,Kanakpura Road,1542.0,2,85.0,3,127
989,Haralur Road,2750.0,4,220.0,4,90
990,Iblur Village,3596.0,5,290.0,4,107
991,Kengeri Satellite Town,1635.0,2,78.0,3,136
992,Mysore Road,1239.0,2,53.0,2,166
993,others,1596.0,3,105.0,3,230
994,Channasandra,1009.0,2,38.34,2,56
995,Hosa Road,1726.0,3,81.99,3,101
996,Kudlu Gate,1535.0,3,86.0,3,148
997,Banashankari Stage V,1300.0,2,58.5,3,29
998,others,1800.0,3,80.0,3,230
999,Binny Pete,665.0,1,50.75,1,45
1000,TC Palaya,1500.0,2,100.0,3,207
1001,others,925.0,2,48.0,2,230
1002,Old Airport Road,3356.0,4,251.0,4,176
1003,others,1395.0,2,63.59,2,230
1004,Sonnenahalli,1415.0,2,55.0,3,204
1005,Begur,1419.0,2,59.0,3,38
1006,Kasavanhalli,1121.0,2,78.0,2,130
1007,Kambipura,1082.0,2,45.0,3,123
1008,KR Puram,1100.0,2,47.0,2,115
1009,Hoodi,1606.0,3,89.55,3,97
1010,Billekahalli,1650.0,3,88.0,3,44
1011,Old Airport Road,1206.0,2,75.0,2,176
1012,Sarjapur  Road,1495.0,2,64.0,3,194
1013,Balagere,1210.0,2,72.0,2,25
1014,Nagarbhavi,1523.0,2,53.4,3,169
1015,Whitefield,1232.0,2,45.0,2,224
1016,Rachenahalli,680.0,1,44.0,1,183
1017,Hebbal,1355.0,3,83.87,3,92
1018,Thanisandra,1430.0,2,51.46,3,209
1019,Kothannur,1275.0,2,43.85,3,145
1020,Electronic City,1070.0,2,56.1,2,74
1021,others,1200.0,3,85.0,3,230
1022,Electronic City,2000.0,4,120.0,4,74
1023,Bommanahalli,1200.0,2,40.0,2,47
1024,Marathahalli,1610.0,3,90.0,3,161
1025,Haralur Road,1140.0,2,43.0,2,90
1026,Raja Rajeshwari Nagar,1143.0,2,38.65,2,184
1027,Jakkur,3467.86,6,249.0,4,110
1028,Rachenahalli,1530.0,2,74.4,3,183
1029,7th Phase JP Nagar,980.0,2,69.0,2,6
1030,Whitefield,1485.0,3,65.0,3,224
1031,Thanisandra,1265.0,2,85.0,2,209
1032,others,1132.0,2,67.0,2,230
1033,others,1262.0,2,63.0,2,230
1034,JP Nagar,940.0,2,49.0,2,109
1035,others,1515.0,3,88.0,3,230
1036,Kothanur,1840.0,3,69.0,3,146
1037,Electronic City,890.0,2,45.0,2,74
1038,others,1655.0,3,86.06,3,230
1039,Hennur Road,2060.0,3,149.0,3,96
1040,Bommanahalli,1730.0,3,96.0,3,47
1041,Yelahanka,2195.0,4,127.0,3,226
1042,Kathriguppe,1650.0,3,125.0,3,132
1043,KR Puram,1200.0,2,71.0,2,115
1044,Hosa Road,1079.0,2,32.37,2,101
1045,Panathur,1085.0,2,36.0,2,180
1046,others,5000.0,7,299.0,7,230
1047,Yelahanka,1075.0,2,51.5,2,226
1048,others,1380.0,2,80.0,2,230
1049,others,1450.0,3,65.0,3,230
1050,Thubarahalli,1200.0,2,78.0,2,211
1051,Hoodi,1639.0,3,98.32,3,97
1052,others,1200.0,2,54.0,2,230
1053,Vijayanagar,1739.0,3,116.0,3,220
1054,Old Madras Road,935.0,2,32.72,2,177
1055,others,1178.0,2,47.0,2,230
1056,Chikkalasandra,1375.0,2,50.0,3,59
1057,Chandapura,1065.0,2,33.0,3,55
1058,others,1450.0,2,50.75,3,230
1059,others,999.0,2,45.0,2,230
1060,Kothannur,1100.0,2,40.0,2,145
1061,Hoodi,2090.0,4,95.1,4,97
1062,Lingadheeranahalli,1519.0,3,93.0,3,154
1063,Dommasandra,1267.0,3,56.0,3,72
1064,Sanjay nagar,1150.0,2,72.2,2,191
1065,Marathahalli,1146.0,2,70.0,2,161
1066,Kannamangala,1550.0,3,65.0,3,128
1067,Electronics City Phase 1,785.0,1,55.0,1,76
1068,Raja Rajeshwari Nagar,1610.0,3,74.0,3,184
1069,Bellandur,921.0,2,40.0,2,40
1070,Bannerghatta Road,2700.0,5,158.0,5,34
1071,Sarjapur  Road,1700.0,3,110.0,3,194
1072,Sarjapur,1020.0,2,35.0,2,193
1073,Billekahalli,1090.0,2,52.0,2,44
1074,Thanisandra,1185.0,2,42.1,2,209
1075,Doddathoguru,850.0,2,25.0,2,70
1076,Harlur,1197.0,2,84.0,2,91
1077,others,920.0,2,39.55,2,230
1078,Raja Rajeshwari Nagar,1105.0,2,65.0,2,184
1079,Yeshwanthpur,1850.0,3,100.0,3,229
1080,Judicial Layout,1300.0,3,64.0,3,114
1081,others,1595.0,3,76.0,3,230
1082,Horamavu Agara,755.0,2,37.49,2,98
1083,Nagasandra,4050.0,5,140.0,5,170
1084,Kanakpura Road,1300.0,2,69.0,3,127
1085,Bannerghatta Road,1215.0,2,50.0,2,34
1086,Kanakpura Road,900.0,2,46.0,2,127
1087,Banashankari Stage III,1145.0,2,58.4,2,28
1088,others,1093.0,2,65.0,2,230
1089,Babusapalaya,1213.0,2,41.39,3,24
1090,Bannerghatta Road,1654.0,3,100.0,3,34
1091,NGR Layout,1105.0,2,52.48,2,167
1092,Babusapalaya,1611.0,2,66.0,3,24
1093,others,1367.0,2,62.0,2,230
1094,Devanahalli,1010.0,2,51.0,2,65
1095,others,1535.0,3,95.0,3,230
1096,Anekal,620.0,2,22.0,2,17
1097,Horamavu Agara,982.0,2,47.65,2,98
1098,Whitefield,1330.0,2,71.0,2,224
1099,JP Nagar,2500.0,3,135.0,3,109
1100,others,1475.0,2,58.99,3,230
1101,Bhoganhalli,1410.0,3,65.0,3,43
1102,Yelahanka New Town,440.0,1,16.5,1,227
1103,Yelahanka,1614.0,3,95.0,3,226
1104,Neeladri Nagar,1363.0,2,68.0,2,173
1105,Kogilu,650.0,2,28.0,2,142
1106,others,1015.0,2,45.0,2,230
1107,Horamavu Banaswadi,1156.0,2,46.0,2,99
1108,others,1100.0,2,62.7,2,230
1109,KR Puram,1455.0,3,46.0,3,115
1110,others,930.0,2,45.0,2,230
1111,others,1650.0,2,80.0,3,230
1112,KR Puram,1200.0,2,90.0,2,115
1113,Karuna Nagar,2900.0,3,135.0,4,129
1114,Kadugodi,1890.0,4,127.0,3,117
1115,others,1240.0,2,46.0,3,230
1116,HRBR Layout,1440.0,2,98.0,2,88
1117,Kodichikkanahalli,650.0,1,38.0,1,138
1118,Budigere,764.0,1,32.0,1,52
1119,Hoodi,1445.0,3,65.0,3,97
1120,Kanakpura Road,900.0,1,45.0,2,127
1121,Singasandra,1030.0,2,55.0,2,201
1122,Yelahanka,1381.0,2,52.48,3,226
1123,others,1100.0,2,60.0,2,230
1124,Hoodi,1575.0,3,66.39,3,97
1125,Thigalarapalya,1200.0,2,65.0,2,210
1126,Begur Road,1200.0,2,43.2,2,39
1127,Kasturi Nagar,1080.0,2,80.0,2,131
1128,Akshaya Nagar,1360.0,2,85.0,3,11
1129,Jakkur,1865.0,3,124.0,3,110
1130,Sarjapur  Road,1157.0,2,75.0,3,194
1131,Kammasandra,674.0,2,29.0,2,125
1132,Whitefield,1405.0,2,78.0,3,224
1133,Begur Road,1160.0,2,44.08,2,39
1134,Hebbal,1790.0,3,127.0,3,92
1135,Electronic City,1128.0,2,65.65,2,74
1136,Panathur,1180.0,2,70.0,2,180
1137,others,1450.0,2,85.0,3,230
1138,Kengeri,340.0,1,10.0,1,135
1139,Rachenahalli,1050.0,2,53.5,2,183
1140,Varthur,1125.0,2,40.0,2,217
1141,Vittasandra,1246.0,2,68.0,2,223
1142,HSR Layout,1372.0,2,61.0,2,89
1143,Dasarahalli,1300.0,2,55.0,2,64
1144,Channasandra,1065.0,2,35.0,2,56
1145,others,700.0,2,27.0,2,230
1146,Hebbal,687.325,2,42.72,2,92
1147,others,1050.0,2,45.0,2,230
1148,others,1250.0,3,39.5,3,230
1149,Electronic City,865.0,2,42.0,2,74
1150,Uttarahalli,1200.0,2,44.0,2,216
1151,others,1756.0,3,100.0,3,230
1152,Yelahanka,628.0,1,24.0,1,226
1153,5th Phase JP Nagar,1207.0,2,63.0,2,4
1154,Kalena Agrahara,1765.0,3,125.0,3,121
1155,others,1532.0,3,92.0,3,230
1156,others,1650.0,3,110.0,3,230
1157,Doddathoguru,1200.0,2,75.0,2,70
1158,Kengeri,1197.0,2,50.0,2,135
1159,others,1200.0,2,66.0,2,230
1160,Uttarahalli,1385.0,2,48.48,3,216
1161,Whitefield,2225.0,3,115.0,3,224
1162,others,1180.0,2,48.0,2,230
1163,others,1525.0,2,122.0,3,230
1164,others,1435.0,3,70.0,3,230
1165,Attibele,400.0,1,14.0,1,21
1166,Dommasandra,1200.0,2,50.0,2,72
1167,Whitefield,1272.0,2,95.05,2,224
1168,Whitefield,1205.0,2,39.0,2,224
1169,Kalena Agrahara,980.0,2,40.0,2,121
1170,Malleshpalya,1225.0,2,46.86,2,159
1171,Whitefield,1541.0,3,72.0,3,224
1172,Ramagondanahalli,1610.0,2,111.0,3,187
1173,Jalahalli,1694.0,2,125.0,2,111
1174,Kaggalipura,950.0,2,39.0,2,119
1175,others,1560.0,2,66.0,3,230
